#key_ks,msg_s,show_s(1:系统，2:淡入淡出提示，3:确定对话框，4:大喇叭，5:屏幕提示，6：结拜频道，7:世界频道，10。帮会频道，11.IM消息，),"transform_t(用于对接收到的参数进行转换)编写规则{[index1] = op,[index2] = op}1:物品entry => 物品name 2：物品品质 => 颜色 7.物品附加属性id->名称  9:帮会建筑id =》建筑名  10：时间转换，转换成的格式放在100对应的参数 例子参见 RESULT_BIWU_ENTER_ROOM，11。id转竞技组别名字  12。id转比赛名字，13。数字转星期名，14.帮会职位名字"
CHAT_TXT7,玩家不在线，不能语音聊天,,
ZHANSHI,展示,,
CHAT_ERROR_TOO_LONG,字数不能超过30个字。,,
CHANNEL_SAME_CONTENT_TIPS,相同内容不能重复发言！,,
CHANNEL_WORLD,[世界],
CHANNEL_TEAM,[队伍],,
CHANNEL_FACTION,[公会
CHANNEL_SYSTEM,[系统]
CHANNEL_CHAT,[私聊],,
SELF,自己,,
NOT_IN_ANY_TEAMS,您当前不在任何队伍。,,
CHAT_SEND_TOO_FAST,聊天间隔是5秒，请稍后再发送！,,
CHAT_SEND_TOO_FAST1,放置礼物的间隔是60秒，请稍后再尝试！,,
CHAT_SEND_TOO_FAST2,上传头像间隔是60秒，请稍后再尝试！,,
CHAT_SEND_NO_CHARM,当前魅力值为%d，不能发言！#br#cyanTIPS:收到鲜花会提升魅力值#br每分钟恢复%d点魅力，预计%d分钟后恢复发言,,
CHAT_SELECT_BUBBLE,选择气泡,,
CHAT_PLEASE_SELECT_BUBBLE,请选择气泡,,
CHAT_BUBBLE_NEED_VIP,VIP%d及以上可使用,,
CHAT_BUBBLE_ERROR,气泡未开启,,
SURE,确定,2,
CANCEL,取消,2,
CONFIRM_TITLE,系统提示,2,
MAOHAO,：,,
LEFT_KUOHAO,（,,
RIGHT_KUOHAO,）,,
HOUXUKAIFANG,功能后续开放,,


#物品,,,
ITEM_TXT1,武器,,
ITEM_TXT2,道具,,
ITEM_TXT3,消耗品,,
ITEM_TXT4,杂物,,
ITEM_TXT5,背包,,
ITEM_TXT6,经验,,
ITEM_TXT7,天赋石,,
ITEM_TXT8,道具,,
ITEM_TXT9,技能书,,
ITEM_TXT10,装备,,
ITEM_TXT11,选择,,
ITEM_TXT12,装备晋升,,
ITEM_TXT13,数量:,,
ITEM_TXT14,消耗数量:1,,
ITEM_TXT20,可装备,,
ITEM_TXT21,可更换,,
ITEM_TXT22,等级不足,,
ITEM_TXT23,可强化,,
ITEM_TXT24,推荐装备,,
ITEM_TXT26,穿戴角色,,
ITEM_TXT27,使用角色,,
ITEM_TXT28,基础%s+强化%s,,
ITEM_TXT29,可晋升,,
ITEM_TXT30,拥有：,,
ITEM_TXT31,需求：,,
ITEM_TXT32,类型：,,
ITEM_TXT33,部位：,,
ITEM_TXT34,等级：,,
ITEM_TXT35,职业：,,
ITEM_TXT36,通用,,,
ITEM_TXT37,评分：,,
ITEM_BASE_ATTR,基础属性：,,
ITEM_ADD_ATTR,附加属性,,
ITEM_COUNT_ERROR,物品数量不足,,
ITEM_FUNDS_ERROR,金币数量不足,,
ITEM_MAX_CHOOSE,最多选择%d个,2,
ITEM_DEADLINE_TIME,过期时间
HECHENGSHULIANG,数量不足，需要%d个,,
COMPOSE,合成,,
USE,使用,2,
BATCH_USE,批量,,
ITEM_USE_TIPS,您确定使用#yellow %s#rf吗？,,
ITEM_USE_TIPS1,您确定%s#yellow %s#rf吗？,,
ITEM_ALL_USE_TIPS,您确定批量使用#cyan %d #rf个%s吗？,,
ITEM_USE_LEVEL,使用等级:%d,,
ITEM_FIXED_PROPERTY,基础属性,2,
ITEM_APPEND_PROPERTY,附加属性,2,
ITEM_SKILL_PROPERTY,技能,2,
ITEM_SPECIAL_SKILL,技能,2,
ITEM_PROFESSION,职业要求,2,
ITEM_APPEND_PROPERTY_PREVIEW,附加属性(随机%d项),2,

MATRIAL_NOENGOUGH,材料不足,,
GOLD_NOENGOUGH,金币不足,,
DIAMAND_NOENGOUGH,元宝不足,,
CONFITION_NOENGOUGH,条件未达成,,
CROSS_SERVER_TIPS1,正在进入跨服服务器...,,
CROSS_SERVER_TIPS2,正在退出跨服服务器...,,
SCROE_NOENGOUGH,积分不足,,
EQUIP_SCORE,评分:%d,,
EQUIP_OWNER_MYSELF,主角,,
EQUIP_MAKE,获取,,

#装备部位
ROLE_EQUIP_TXT201,头盔,,
ROLE_EQUIP_TXT202,武器,,
ROLE_EQUIP_TXT203,衣服,,
ROLE_EQUIP_TXT204,戒指,,
ROLE_EQUIP_TXT205,项链,,
ROLE_EQUIP_TXT206,鞋子,,
ROLE_EQUIP_TXT207,披肩,,
ROLE_EQUIP_TXT208,腰带,,
ROLE_EQUIP_TXT209,披风,,
ROLE_EQUIP_TXT210,护腕,,

#通用,,,
COMMON_TXT1,玩法介绍,,
COMMON_TXT2,获取途径,,
COMMON_TXT3,恭喜您获得,,
COMMON_TXT4,今天不再提示,,
COMMON_TXT5,无法查找您自己,,
COMMON_TXT6,开启宝箱,,
COMMON_TXT7,打开宝箱可随机获得以下道具,,
COMMON_TXT8,宝箱开启,,
COMMON_TXT9,是否消耗#red%s#rf打开宝箱,,

#属性
PROPERTY_NAME_TXT1,生命：,,
PROPERTY_NAME_TXT2,攻击：,,
PROPERTY_NAME_TXT3,防御：,,
PROPERTY_NAME_TXT4,速度：,,
PROPERTY_NAME_TXT5,命中：,,
PROPERTY_NAME_TXT6,闪避：,,
PROPERTY_NAME_TXT7,暴击：,,
PROPERTY_NAME_TXT8,抗暴：,,
PROPERTY_NAME_TXT9,无视防御：,,
PROPERTY_NAME_TXT10,减免无视：,,
PROPERTY_NAME_TXT11,伤害增加：,,
PROPERTY_NAME_TXT12,伤害减少：,,
PROPERTY_NAME_TXT13,暴伤加成：,,
PROPERTY_NAME_TXT14,暴伤减免：,,
PROPERTY_NAME_TXT15,PVP伤加：,,
PROPERTY_NAME_TXT16,PVP伤减：,,
PROPERTY_NAME_TXT17,PVE伤加：,,
PROPERTY_NAME_TXT18,PVE伤减：,,

#关卡,,,
CAMPAIGN_TXT1,关卡排行,,
CAMPAIGN_TXT2,关卡,,
CAMPAIGN_TXT3,我的关卡:,,
CAMPAIGN_TXT4,关卡奖励,,
CAMPAIGN_TXT5,通关%s关卡奖励,,
CAMPAIGN_TXT6,关卡BOSS,,
CAMPAIGN_TXT7,查看排行,,
CAMPAIGN_TXT8,求助,,
CAMPAIGN_TXT9,已求助次数：%d/%d#br已协助他人次数：%d/%d,,
CAMPAIGN_TXT10,关,,
CAMPAIGN_TXT11,击败%s波后即可挑战BOSS,,

#社交-好友,,,
FRIENDS_TXT1,好  友,,
FRIENDS_TXT2,会话,,
FRIENDS_TXT3,好友,,
FRIENDS_TXT4,申请,,
FRIENDS_TXT5,黑名单,,
FRIENDS_TXT6,推荐好友,,
FRIENDS_TXT7,搜索,,
FRIENDS_TXT8,添加,,
FRIENDS_TXT9,拒绝,,
DELETE_FRIEND,删除好友,,
MOSHENGREN,陌生人,,
HAOYOU,好友,2,
INPUT_FRIEND_NAME_OR_ID,输入玩家名或ID  ,,
FRIEND_YUANFEN_STAR1,萍水相逢(%d),,
FRIEND_YUANFEN_STAR2,相识相知(%d),,
FRIEND_YUANFEN_STAR3,亲密无间(%d),,
FRIEND_YUANFEN_STAR4,肝胆相照(%d),,
FRIEND_YUANFEN_STAR5,生死之交(%d),,
YUAN_FEN_ZHI,缘分值:,,
DELETE_FRIEND_TIPS,长按玩家可以删除好友！,,
FRIEND_COUNT,好友人数:%s(当前在线:%d),,
NO_JUNTUAN,未加入公会,,
DELETE_CHAT,删除会话,,
TASK_PANEL_QIANWANG,前往,,
HU_LUE,忽略,,
ADD_FRIEND,添加好友,,
LIAO_TIAN,聊天,,
SONG_TI_LI,送体力,,
ONE_KEY_TO_SEND_POWER,一键赠送,,
ADD_BLACK,加入黑名单,,
NO_BLACK,取消黑名单,,
ADD_BLACK_TIPS,确定加入黑名单？,,
ADD_FRIENDS_TO_BLACK_TIPS,该玩家在您的好友列表中，拉进黑名单将会失去这个好友，是否确认？,,
ADD_BLACK_CONTENT,玩家%s#rf已被加入黑名单,,
HAD_ADD_BLACK,该玩家已在您的黑名单列表中！,,
NO_BLACK_PLAYER,黑名单里没有这个玩家！,,
BLACK_BTN_NAME,黑名单,,
HAVE_FRIEND_APPLY,收到好友申请消息，是否前往处理？,,
HAVE_FRIEND_CHAT,收到会话消息，是否前往处理？,,
HAVE_FRIEND_GROUP_CHAT,收到群聊消息，是否前往处理？,,
HAVE_FRIEND_GROUP_CHAT_INVITATE,收到群聊邀请，是否前往处理？,,
EMPTY_FRIENDS_TEXT1,暂时没有好友信息,,
EMPTY_FRIENDS_TEXT2,暂时没有好友信息2,,
EMPTY_FRIENDS_TEXT3,暂时没有好友信息3,,
EMPTY_FRIENDS_TEXT4,暂时没有好友信息4,,

ZHOUYI,周一,,
ZHOUER,周二,,
ZHOUSAN,周三,,
ZHOUSI,周四,,
ZHOUWU,周五,,
ZHOULIU,周六,,
ZHOURI,周日,,
ACTIVITY_PAY_TXT2,累计消费#YUANBAO%d,,
ACTIVITY_PAY_TXT3,结束时间:%s,,
ACTIVITY_PAY_TXT4,第%d天,,
ACTIVITY_PAY_TXT5,当前第%d天(%s),,
ACTIVITY_PAY_TXT51,当前第%d天,,
ACTIVITY_PAY_TXT6,领取,,
ACTIVITY_PAY_TXT70,未达成,,
ACTIVITY_PAY_TXT7,已领取,,
ACTIVITY_PAY_TXT8,未领取,,
ACTIVITY_PAY_TXT9,已结束,,
ACTIVITY_PAY_TXT10,累计充值,,
ACTIVITY_PAY_TXT11,累计消费,,
ACTIVITY_PAY_TXT12,累计#YUANBAO#cyan%d,,
ACTIVITY_PAY_TXT13,#YUANBAO#cyan%d,,
ACTIVITY_PAY_TXT14,今日已充值:#lime%d元,
ACTIVITY_PAY_TXT15,剩余时间:%s,
ACTIVITY_PAY_TXT16,前往充值,
ACTIVITY_PAY_TXT17,点击领取,
ACTIVITY_PAY_TXT18,充%d元,

ACTIVITY_PAY_TXT130,充值#YUANBAO#cyan%d,,
ACTIVITY_PAY_TXT131,消费#YUANBAO#cyan%d,,
ACTIVITY_PAY_TXT140,#navajowhite我的充值：#rf#YUANBAO#cyan%d,,
ACTIVITY_PAY_TXT141,#navajowhite我的消费：#rf#YUANBAO#cyan%d,,
ACTIVITY_PAY_TXT50,创建角色7天内，每天单笔充值#saddlebrown#YUANBAO%d#rf以上额度，即可获得超值物品奖励#saddlebrown（每天0点刷新）,,
ACTIVITY_PAY_TXT510,活动期间单笔充值指定额度可获得奖励，#saddlebrown每个额度奖励可多次充值获取,2,
ACTIVITY_PAY_TXT511,活动期间单笔消费指定额度可获得奖励，#saddlebrown每个额度奖励可多次消费获取,2,
ACTIVITY_PAY_TXT530,在活动结束之前，购买累计额度（元宝）即可领取奖励，#saddlebrown每一阶梯只能领取一次。,2,
ACTIVITY_PAY_TXT531,在活动结束之前，累计消费元宝达到以下设定数量即可领取奖励。,2,
ACTIVITY_PAY_TXT532,每天购买累计额度（元宝）即可领取奖励，#saddlebrown每一阶梯每天只能领取一次。,2,
ACTIVITY_PAY_TXT533,每天累计消费元宝达到以下设定数量即可领取奖励。,2,
ACTIVITY_PAY_TXT540,活动期间内，每天单笔充值#saddlebrown#YUANBAO%d#rf以上额度，即可获得超值物品奖励#saddlebrown（每天0点刷新）,,
ACTIVITY_PAY_TXT541,活动期间内，每天单笔消费#saddlebrown#YUANBAO%d#rf以上额度，即可获得超值物品奖励#saddlebrown（每天0点刷新）,,
ACTIVITY_PAY_TXT550,活动期间，累计充值额度多的玩家在活动结束时可以获得相应奖励！(额度相同，先达到的玩家排在前面),,
ACTIVITY_PAY_TXT551,活动期间，累计消费元宝多的玩家在活动结束时可以获得相应奖励！(额度相同，先达到的玩家排在前面),,
ACTIVITY_PAY_TXT552,活动期间，累计充值额度多的玩家在活动结束时可以获得相应奖励！(额度相同，先达到的玩家排在前面)#red每半小时刷新一次,,
ACTIVITY_PAY_TXT543,活动期间，累计消费元宝多的玩家在活动结束时可以获得相应奖励！(额度相同，先达到的玩家排在前面),,
ACTIVITY_PAY_TXT544,您确定要花费#yellow%d#rf元宝购买礼包吗？,,
ACTIVITY_PAY_TXT60,参与服务器：,,
PAY_CURRENCY_TITLE,台币,,
PAY_ACT_SevenDay,创角七天,,
PAY_ACT_SinglePay,单笔充值,,
PAY_ACT_SingleConsume,单笔消费,,
PAY_ACT_LimitDayPay,限时充值,,
PAY_ACT_LimitDayConsume,限时消费,,
PAY_ACT_DayAccumPay,每日累充,,
PAY_ACT_DayAccumConsume,每日累消,,
PAY_ACT_AccumPay,累计充值,,
PAY_ACT_AccumConsume,累计消费,,
PAY_ACT_SIGN_DAY,每日,,
PAY_ACT_SIGN_LIMIT,限时,,
PAY_ACT_SIGN_CROSS,跨服,,
PAY_ACT_RANK_INDEX,第%d名,,
PAY_ACT_RANK_NOONE,未有玩家上榜,,
PAY_ACT_RANK_NOT_ENTER,未上榜,,
PAY_ACT_MY_RANK,我的排名：,,
PAY_ACT_RETURN_RATIO,回馈%.1f倍,,
#剧情电影,,,
MOVIE_TXT1,跳过剧情,,
MOVIE_TXT2,请选择游戏角色性别,,
#获取途径,,,
QUICKGAIN_TXT1,默认描述,,
QUICKGAIN_TXT2,关卡,,
QUICKGAIN_TXT3,圣地,,
QUICKGAIN_TXT4,积分商城,,
QUICKGAIN_TXT5,商城购买,,
QUICKGAIN_TXT6,世界boss,,
QUICKGAIN_TXT7,趣味答题,,
QUICKGAIN_TXT8,溶解,,
QUICKGAIN_TXT9,抽将,,
QUICKGAIN_TXT10,副本,,
QUICKGAIN_TXT11,购买金币,,
QUICKGAIN_TXT12,购买元宝,,
QUICKGAIN_TXT13,关卡首通,,
QUICKGAIN_TXT14,海底逃生首通,,
QUICKGAIN_TXT15,竞技场连胜,,
QUICKGAIN_TXT16,竞技场首次排名,,
QUICKGAIN_TXT17,公会入驻,,
QUICKGAIN_TXT18,赠送行动力,,
QUICKGAIN_TXT19,购买行动力,,
QUICKGAIN_TXT20,主角等级,,
QUICKGAIN_TXT21,未开放,,
QUICKGAIN_TXT22,未通关,,
QUICKGAIN_TXT23,升级途径,,
QUICKGAIN_TXT24,由于没有足够的经验道具进行升级，建议您选择以下途径去获取经验值以及经验道具！,,
QUICKGAIN_TXT25,物品使用,,
QUICKGAIN_TXT26,使用道具,,
QUICKGAIN_TXT27,背包内没有#yellow%s,,
QUICKGAIN_TXT28,使用%s,,
QUICKGAIN_TXT29,购买活力,,
QUICKGAIN_TXT30,道具商场,,
QUICKGAIN_TXT31,公会仓库分配,,
QUICKGAIN_TXT32,完成创角七日任务有大量苹果赠送！,,
#邮件,,,
EMAIL,邮件,,
EMAIL_GET_ALL,一键领取,,
EMAIL_IS_NULL,当前没有可以领取的邮件,,
EMAIL_SENDER,发件人：%s,,
EMAIL_SENDER_SYSTEM,发件人：系统,,
EMAIL_EXIST_NO_READ,存在未处理的邮件，是否前往处理？,,
#玩家信息,,,
PLAYER_INFO_TABTEXT1,角色信息,,
PLAYER_INFO_TABTEXT2,守护信息,,
PLAYER_INFO_TABTEXT3,御灵,,
PLAYER_INFO_BR_ATTRTEXT0,#SWORD_YELLOW战斗力,,
PLAYER_INFO_BR_ATTRTEXT1,物攻,,
PLAYER_INFO_BR_ATTRTEXT2,法攻,,
PLAYER_INFO_BR_ATTRTEXT3,物防,,
PLAYER_INFO_BR_ATTRTEXT4,法防,,
PLAYER_INFO_BR_ATTRTEXT5,生命,,
PLAYER_INFO_BR_ATTRTEXT6,羁绊,,
PLAYER_INFO_BR_ATTRTEXT7,进阶,,
PLAYER_INFO_BR_ATTRTEXT8,蜕变,,
PLAYER_INFO_BR_TABTEXT1,技能,,
PLAYER_INFO_BR_TABTEXT2,天赋石,,
PLAYER_INFO_GI_ATTRTEXT1,暴击值,,
PLAYER_INFO_GI_ATTRTEXT2,抗暴值,,
PLAYER_INFO_GI_ATTRTEXT3,闪避值,,
PLAYER_INFO_GI_ATTRTEXT4,命中值,,
PLAYER_INFO_YL_TEXT1,全体角色属性增加,,

#设置,,,
SETTING_TXT1,音乐,,
SETTING_TXT2,音效,,
SETTING_TXT3,屏蔽玩家,,
SETTING_TXT4,好友申请,,
SETTING_TXT5,公告,,
SETTING_TXT6,分享,,
SETTING_TXT7,推送设置,,
SETTING_TXT8,联系客服,,
#公告,,,
NOTICE_TXT1,活动公告,,
NOTICE_TXT2,活动详情,,
NOTICE_TXT3,更新公告,,
NOTICE_TXT4,说明,,

#功能
Hero,主角,,
HeroEquip,装备,,
HeroSkill,技能,,
HeroRide,坐骑,,
HeroWing,翅膀,,
Pet,宠物,,
PetSkill,宠物技能,,
PetTongLin,通灵,,
PetSouHun,兽魂,,
XianLv,仙侣,,
XianLvStart,升星,,
XianLvFaZhen,法阵,,
XianLvXianWei,仙位,,
TianXian,天仙,,
TianXianWeapon,神兵,,
TianXianDanYao,丹药,,
TianXianJingMai,经脉,,
TianNv,天女,,
TianNvXianQi,仙器,,
TianNvHuaNian,花辇,,
TianNvLingQi,灵气,,

#宠物
PET_TXT1,宠物,,
PET_TXT2,通灵,,
PET_TXT3,兽魂,,
PET_TXT4,消耗,,
PET_TXT5,升级,,
PET_TXT6,技能,,
PET_TXT7,#redTIPS：洗练时#saddlebrown#br【被动】触发技能同类型仅会出现一种#br【固定】属性技能最多可出现2个同种类型,,
PET_TXT8,#SUO锁定#saddlebrown%s个#ublack技能，洗练时需要消耗#saddlebrown%s元宝,,
PET_TXT9,级,,
PET_TXT10,阶,,
PET_TXT11,属性,,
PET_TXT12,阶解锁,,
PET_TXT13,当前效果,,
PET_TXT14,下级效果,,
PET_TXT15,激活条件,,
PET_TXT16,达到%s阶激活,,
PET_TXT17,宠物总战力：#lime,,
PET_TXT18,已激活：#lime,,
PET_TXT19,宠物改名,,
PET_TXT20,改名最多可输入6个字,,
PET_TXT21,新名字,,
PET_TXT22,宠物资质,,
PET_TXT23,#br#ublack需求：,,
PET_TXT24,宠物上阵,,
PET_TXT25,出战,,
PET_TXT26,备战1,,
PET_TXT27,备战2,,
PET_TXT28,宠物技能,,
PET_TXT29,消耗,,
PET_TXT30,当前技能,,
PET_TXT31,洗练技能,,
PET_TXT32,洗练,,
PET_TXT33,高级洗练,,
PET_TXT34,更换,,
PET_TXT35,可提升#lime%s#white战斗力,,
PET_TXT36,宠物永久加成属性,,
PET_TXT37,未激活,,
PET_TUJIAN,图鉴,,
PET_SHENCHONG,神宠,,
PET_TURN,幻化,,
PET_GET_TURN,已幻化,,
AUTO_BUY,自动购买,,
STOP,停止,,
PET_UPGRADE,升阶,,
PET_AUTO_UPGRADE,自动升阶,,
NOT_OPEN,未开放,,
PET_SIGN_TXT1,休息,,
PET_SIGN_TXT2,出战,,
NATURL_0,初级,,
NATURL_1,中级,,
NATURL_2,高级,,
NATURL_3,神级,,

#技能
SKILL_TYPE0,类型：主动技能,,
SKILL_TYPE1,类型：固定技能,,
SKILL_TYPE2,类型：被动技能,,
SKILL_TXT1,#orange技能说明#br#white,,
SKILL_TXT2,#orange技能效果#br#white,,
SKILL_TXT3,#orange下一级效果#br#white,,
SKILL_TXT4,#cyan升级条件#br#white,,
SKILL_TXT5,仙侣星级达到%s星,,
SKILL_TXT6,增加,,

#角色
ROLE_TXT10,消耗%s%s#JINBI#rf%d,,
ROLE_TXT11,装备,,
ROLE_TXT12,技能,,
ROLE_TXT13,坐骑,,
ROLE_TXT14,翅膀,,
ROLE_TXT15,技能设置,,
ROLE_TXT16,一键穿戴,,
ROLE_TXT17,自动购买,,
ROLE_TXT18,升阶,,
ROLE_TXT19,自动升阶,,
ROLE_TXT20,激活,,
ROLE_TXT21,未开放,,
ROLE_TXT22,#orange可提升战力%d,,
ROLE_TXT23,升级,,
ROLE_TXT24,一键换装,,
ROLE_TXT25,一键升级,,
ROLE_TXT26,技能配置,,
ROLE_TXT27,技能设置后，战斗中将根据顺序释放技能,,
ROLE_TXT28,#space_10等级：#green%d,,
ROLE_EXP,经验：#green%s/%s,,
ROLE_TXT29,未开放,,
ROLE_TXT30,#ublack%s,,
ROLE_TXT31,已满级,,
ROLE_TXT32,造成了%d伤害,,
ROLE_TXT33,亿,,
ROLE_TXT34,Lv.%d,,
ROLE_TXT35,上移,,
ROLE_TXT36,%d阶激活,,
ROLE_TXT37,皮肤,,
ROLE_TXT38,万,,
ROLE_TXT39,%d阶,,
ROLE_TXT40,翅膀皮肤,,
ROLE_TXT41,翅膀属性丹,,
ROLE_TXT42,时装,,
ROLE_TXT43,称号,,
ROLE_SKIN_TXT3,坐骑皮肤总战力：#green%d#rf#space_55已激活坐骑皮肤：#green%d,,
ROLE_SKIN_TXT1,激活属性加成#br#br#green%s,,
ROLE_SKIN_TXT2,%s#red(%d/%d),,
ROLE_SKIN_TXT4,%s,,
ROLE_SKIN_TXT5,生命：%d#br,,
ROLE_SKIN_TXT6,攻击：%d#br,,
ROLE_SKIN_TXT7,防御：%d#br,,
ROLE_SKIN_TXT8,速度：%d#br,,
ROLE_SKIN_TXT9,永久加成属性,,
ROLE_SKIN_TXT10,生命：#green%d#space#rf,,
ROLE_SKIN_TXT11,攻击：#green%d#space#rf,,
ROLE_SKIN_TXT12,防御：#green%d#space#rf,,
ROLE_SKIN_TXT13,速度：#green%d#space#rf,,
ROLE_MOUNT_DAN_TXT1,已使用：#green%d,,
ROLE_MOUNT_DAN_TXT2,生命：#green%d#space#rf攻击：#green%d#space#rf防御：#green%d,,
ROLE_MOUNT_DAN_TXT3,当前背包拥有：#green%d个,
ROLE_MOUNT_DAN_TXT4,为主人加成属性,,
ROLE_MOUNT_DAN_TXT5,#blue来源充值活动,,
ROLE_FMAN_TXT1,#orange当前效果：%s#br#br#rf无视防御+%d#space_10减少无视+%d,,
ROLE_FMAN_TXT2,#gray下个效果：%s#br#br无视防御+%d#space_10减少无视+%d#br#br#green可提升%d战斗力,,
ROLE_OFFLINE_DES,背包已满，自动出售#green%d#rf件装备,,
SETTING_RETURN_LOGIN,返回登录,,
SETTING_SERVER_TIME,服务器时间,,
ROLE_ADD_tips_1,银两不足,,
ROLE_ADD_tips_2,当前所有技能等级已达到玩家等级,,
ROLE_ADD_tips_3,该技能等级不能超过玩家等级,,
ROLE_ADD_tips_4,属性丹数量不足,,
ROLE_LEVEL_OPEN,级开放,,
ROLE_PROPERTY,人物属性,,

FABAO_TITLE_TXT1,法宝,,
FABAO_TITLE_TXT2,升级,,
FABAO_TITLE_TXT3,打造,,
FABAO_TITLE_TXT4,分解,,
FABAO_TXT1,注：双击佩戴或更换法宝，不可佩戴同类型的法宝,,
FABAO_DAZAO_TXT1,#lime法书,,
FABAO_DAZAO_TXT2,#lime神铁,,
FABAO_DAZAO_TXT3,已累计：%d次,,
FABAO_DAZAO_TXT4,来源: ,,
FABAO_DAZAO_TXT5,累计20次#orange完美打造#rf法宝，必定出完美法宝#blue(完美法宝有特技),,
FABAO_FENJIE_TXT1,注： 锁定的法宝不会被分解,,
FABAO_FENJIE_TXT2,法宝分解可获得法宝升级石,,
FABAO_FENJIE_TXT3,可获得法宝升级石： ,,
FABAO_QUALITY_TXT1,传说,,
FABAO_QUALITY_TXT2,完美,,
FABAO_QUALITY_TXT3,卓越,,
FABAO_QUALITY_TXT4,稀有,,
FABAO_QUALITY_TXT5,精良,,
FABAO_QUALITY_TXT6,普通,,
FABAO_QUALITY_TXT7,级别：,,
FABAO_DAZAO_PUTONG,普通打造,,
FABAO_DAZAO_WANMEI,完美打造,,
FABAO_QUALITY_TITLE,其他,,
FABAO_TIPS_TXT1,打造法宝材料不足,,
FABAO_TIPS_TXT2,其他槽位已装备该类型法宝,,
FABAO_NAME,未穿戴,,
FABAO_JIESUO,级解锁,,
FABAO_UPGRADE_TXT1,基础属性加成%d%,,
FABAO_DAZAOZHE,打造者：,,


#锻造
FORGE_TXT1,强化,,
FORGE_TXT2,精炼,,
FORGE_TXT3,锻造,,
FORGE_TXT4,宝石,,
FORGE_XIANGQIAN,镶嵌,,
FORGE_TXT5,+%d,,
FORGE_TXT6,全身强化,,
FORGE_TXT7,全身精炼,,
FORGE_TXT8,全身锻造,,
FORGE_TXT9,全身宝石,,
FORGE_TXT10,#BAOSHI#rf攻击宝石#space_10,,
FORGE_BAOSHI_SHENGMING,#BAOSHI#rf生命宝石#space_10,,
FORGE_BAOSHI_GONGJI,#BAOSHI#rf攻击宝石#space_10,,
FORGE_BAOSHI_FANGYU,#BAOSHI#rf防御宝石#space_10,
FORGE_TXT11,获取银两,,
FORGE_TXT12,获取精炼石,,
FORGE_TXT13,获取锻造石,,
FORGE_TXT14,获取宝石精华,,
FORGE_BTN,一键%s,,
FORGE_COST,消耗:%s#space_10%s%d#lime/%d,,
FORGE_SHULIANDU,(%d/%d),,
FORGE_TOTALDES,生命+%d#space_55#green生命+%d#rf#br#br攻击+%d#space_55#green攻击+%d,,
FORGE_LEVEL_DES_TRUE,#yellow%s+%d,,
FORGE_LEVEL_TRUE,#lime已激活,,
FORGE_LEVEL_DES_FALSE,#orange无,,
FORGE_LEVEL_FALSE,未激活,,
FORGE_MANJI,#rf已满级,,
FORGE_SHENGMING,生命+,,
FORGE_GONGJI,攻击+,,
