#序号,任务名称,npcId,对话npc,任务提示,背景描述,奖励描述,任务类型名称,任务类型（主线任务1）,能否放弃,接受和完成任务接听（1：接受新任务  2：完成任务）,任务跟踪完成信息XML,任务跟踪完成信息普通文本,寻路链接参数（根据不同协议，提供不同超链接给显示内容）
TaskId_kn,TaskName_s,NpcIds_s,NpcNames_s,TaskTips_s,TaskBackground_s,TaskPrize_s,TaskTypeName_s,TaskType_n,Cancel_n,Listen_t1,TraceXMLContent_s,TraceContent_s,FindLink_t
5001,无底洞1_10,10001,桤木西,通关无底洞1_10,通关无底洞1_10,,主线,1,,,与%s对话,与%s对话,
5003,无底洞2_10,10001,桤木西,通关无底洞2_10,通关无底洞2_10,,主线,1,,,与%s对话,与%s对话,
5005,无底洞3_10,10001,桤木西,通关无底洞3_10,通关无底洞3_10,,主线,1,,,与%s对话,与%s对话,
5007,无底洞4_10,10001,桤木西,通关无底洞4_10,通关无底洞4_10,,主线,1,,,与%s对话,与%s对话,
5009,无底洞5_10,10001,桤木西,通关无底洞5_10,通关无底洞5_10,,主线,1,,,与%s对话,与%s对话,
5011,无底洞6_10,10001,桤木西,通关无底洞6_10,通关无底洞6_10,,主线,1,,,与%s对话,与%s对话,
5013,无底洞7_10,10001,桤木西,通关无底洞7_10,通关无底洞7_10,,主线,1,,,与%s对话,与%s对话,
5015,无底洞8_10,10001,桤木西,通关无底洞8_10,通关无底洞8_10,,主线,1,,,与%s对话,与%s对话,
5017,无底洞9_10,10001,桤木西,通关无底洞9_10,通关无底洞9_10,,主线,1,,,与%s对话,与%s对话,
5019,无底洞10_10,10001,桤木西,通关无底洞10_10,通关无底洞10_10,,主线,1,,,与%s对话,与%s对话,
5021,无底洞11_10,10001,桤木西,通关无底洞11_10,通关无底洞11_10,,主线,1,,,与%s对话,与%s对话,
5023,无底洞12_10,10001,桤木西,通关无底洞12_10,通关无底洞12_10,,主线,1,,,与%s对话,与%s对话,
5025,无底洞13_10,10001,桤木西,通关无底洞13_10,通关无底洞13_10,,主线,1,,,与%s对话,与%s对话,
5027,无底洞14_10,10001,桤木西,通关无底洞14_10,通关无底洞14_10,,主线,1,,,与%s对话,与%s对话,
5029,无底洞15_10,10001,桤木西,通关无底洞15_10,通关无底洞15_10,,主线,1,,,与%s对话,与%s对话,
5031,无底洞16_10,10001,桤木西,通关无底洞16_10,通关无底洞16_10,,主线,1,,,与%s对话,与%s对话,
5033,前往蜘蛛洞,10001,桤木西,完成前往蜘蛛洞,完成前往蜘蛛洞,,主线,1,,,与%s对话,与%s对话,
5035,蜘蛛洞1_10,10001,桤木西,通关蜘蛛洞1_10,通关蜘蛛洞1_10,,主线,1,,,与%s对话,与%s对话,
5037,蜘蛛洞2_10,10001,桤木西,通关蜘蛛洞2_10,通关蜘蛛洞2_10,,主线,1,,,与%s对话,与%s对话,
5039,蜘蛛洞3_10,10001,桤木西,通关蜘蛛洞3_10,通关蜘蛛洞3_10,,主线,1,,,与%s对话,与%s对话,
5041,蜘蛛洞4_10,10001,桤木西,通关蜘蛛洞4_10,通关蜘蛛洞4_10,,主线,1,,,与%s对话,与%s对话,
5043,蜘蛛洞5_10,10001,桤木西,通关蜘蛛洞5_10,通关蜘蛛洞5_10,,主线,1,,,与%s对话,与%s对话,
5045,蜘蛛洞6_10,10001,桤木西,通关蜘蛛洞6_10,通关蜘蛛洞6_10,,主线,1,,,与%s对话,与%s对话,
5047,蜘蛛洞7_10,10001,桤木西,通关蜘蛛洞7_10,通关蜘蛛洞7_10,,主线,1,,,与%s对话,与%s对话,
5049,蜘蛛洞8_10,10001,桤木西,通关蜘蛛洞8_10,通关蜘蛛洞8_10,,主线,1,,,与%s对话,与%s对话,
5051,蜘蛛洞9_10,10001,桤木西,通关蜘蛛洞9_10,通关蜘蛛洞9_10,,主线,1,,,与%s对话,与%s对话,
5053,蜘蛛洞10_10,10001,桤木西,通关蜘蛛洞10_10,通关蜘蛛洞10_10,,主线,1,,,与%s对话,与%s对话,
5055,蜘蛛洞11_10,10001,桤木西,通关蜘蛛洞11_10,通关蜘蛛洞11_10,,主线,1,,,与%s对话,与%s对话,
5057,蜘蛛洞12_10,10001,桤木西,通关蜘蛛洞12_10,通关蜘蛛洞12_10,,主线,1,,,与%s对话,与%s对话,
5059,蜘蛛洞13_10,10001,桤木西,通关蜘蛛洞13_10,通关蜘蛛洞13_10,,主线,1,,,与%s对话,与%s对话,
5061,蜘蛛洞14_10,10001,桤木西,通关蜘蛛洞14_10,通关蜘蛛洞14_10,,主线,1,,,与%s对话,与%s对话,
5063,蜘蛛洞15_10,10001,桤木西,通关蜘蛛洞15_10,通关蜘蛛洞15_10,,主线,1,,,与%s对话,与%s对话,
5065,蜘蛛洞16_10,10001,桤木西,通关蜘蛛洞16_10,通关蜘蛛洞16_10,,主线,1,,,与%s对话,与%s对话,
5067,前往狮驼山,10001,桤木西,完成前往狮驼山,完成前往狮驼山,,主线,1,,,与%s对话,与%s对话,
5069,狮驼山1_10,10001,桤木西,通关狮驼山1_10,通关狮驼山1_10,,主线,1,,,与%s对话,与%s对话,
5071,狮驼山2_10,10001,桤木西,通关狮驼山2_10,通关狮驼山2_10,,主线,1,,,与%s对话,与%s对话,
5073,狮驼山3_10,10001,桤木西,通关狮驼山3_10,通关狮驼山3_10,,主线,1,,,与%s对话,与%s对话,
5075,狮驼山4_10,10001,桤木西,通关狮驼山4_10,通关狮驼山4_10,,主线,1,,,与%s对话,与%s对话,
5077,狮驼山5_10,10001,桤木西,通关狮驼山5_10,通关狮驼山5_10,,主线,1,,,与%s对话,与%s对话,
5079,狮驼山6_10,10001,桤木西,通关狮驼山6_10,通关狮驼山6_10,,主线,1,,,与%s对话,与%s对话,
5081,狮驼山7_10,10001,桤木西,通关狮驼山7_10,通关狮驼山7_10,,主线,1,,,与%s对话,与%s对话,
5083,狮驼山8_10,10001,桤木西,通关狮驼山8_10,通关狮驼山8_10,,主线,1,,,与%s对话,与%s对话,
5085,狮驼山9_10,10001,桤木西,通关狮驼山9_10,通关狮驼山9_10,,主线,1,,,与%s对话,与%s对话,
5087,狮驼山10_10,10001,桤木西,通关狮驼山10_10,通关狮驼山10_10,,主线,1,,,与%s对话,与%s对话,
5089,狮驼山11_10,10001,桤木西,通关狮驼山11_10,通关狮驼山11_10,,主线,1,,,与%s对话,与%s对话,
5091,狮驼山12_10,10001,桤木西,通关狮驼山12_10,通关狮驼山12_10,,主线,1,,,与%s对话,与%s对话,
5093,狮驼山13_10,10001,桤木西,通关狮驼山13_10,通关狮驼山13_10,,主线,1,,,与%s对话,与%s对话,
5095,狮驼山14_10,10001,桤木西,通关狮驼山14_10,通关狮驼山14_10,,主线,1,,,与%s对话,与%s对话,
5097,狮驼山15_10,10001,桤木西,通关狮驼山15_10,通关狮驼山15_10,,主线,1,,,与%s对话,与%s对话,
5099,狮驼山16_10,10001,桤木西,通关狮驼山16_10,通关狮驼山16_10,,主线,1,,,与%s对话,与%s对话,
5101,狮驼山17_10,10001,桤木西,通关狮驼山17_10,通关狮驼山17_10,,主线,1,,,与%s对话,与%s对话,
5103,前往天竺,10001,桤木西,完成前往天竺,完成前往天竺,,主线,1,,,与%s对话,与%s对话,
5105,天竺1_10,10001,桤木西,通关天竺1_10,通关天竺1_10,,主线,1,,,与%s对话,与%s对话,
5107,天竺2_10,10001,桤木西,通关天竺2_10,通关天竺2_10,,主线,1,,,与%s对话,与%s对话,
5109,天竺3_10,10001,桤木西,通关天竺3_10,通关天竺3_10,,主线,1,,,与%s对话,与%s对话,
5111,天竺4_10,10001,桤木西,通关天竺4_10,通关天竺4_10,,主线,1,,,与%s对话,与%s对话,
5113,天竺5_10,10001,桤木西,通关天竺5_10,通关天竺5_10,,主线,1,,,与%s对话,与%s对话,
5115,天竺6_10,10001,桤木西,通关天竺6_10,通关天竺6_10,,主线,1,,,与%s对话,与%s对话,
5117,天竺7_10,10001,桤木西,通关天竺7_10,通关天竺7_10,,主线,1,,,与%s对话,与%s对话,
5119,天竺8_10,10001,桤木西,通关天竺8_10,通关天竺8_10,,主线,1,,,与%s对话,与%s对话,
5121,天竺9_10,10001,桤木西,通关天竺9_10,通关天竺9_10,,主线,1,,,与%s对话,与%s对话,
5123,天竺10_10,10001,桤木西,通关天竺10_10,通关天竺10_10,,主线,1,,,与%s对话,与%s对话,
5125,天竺11_10,10001,桤木西,通关天竺11_10,通关天竺11_10,,主线,1,,,与%s对话,与%s对话,
5127,天竺12_10,10001,桤木西,通关天竺12_10,通关天竺12_10,,主线,1,,,与%s对话,与%s对话,
5129,天竺13_10,10001,桤木西,通关天竺13_10,通关天竺13_10,,主线,1,,,与%s对话,与%s对话,
5131,天竺14_10,10001,桤木西,通关天竺14_10,通关天竺14_10,,主线,1,,,与%s对话,与%s对话,
5133,天竺15_10,10001,桤木西,通关天竺15_10,通关天竺15_10,,主线,1,,,与%s对话,与%s对话,
5135,天竺16_10,10001,桤木西,通关天竺16_10,通关天竺16_10,,主线,1,,,与%s对话,与%s对话,
5137,天竺17_10,10001,桤木西,通关天竺17_10,通关天竺17_10,,主线,1,,,与%s对话,与%s对话,
5139,前往灵山,10001,桤木西,完成前往灵山,完成前往灵山,,主线,1,,,与%s对话,与%s对话,
5141,灵山1_10,10001,桤木西,通关灵山1_10,通关灵山1_10,,主线,1,,,与%s对话,与%s对话,
5143,灵山2_10,10001,桤木西,通关灵山2_10,通关灵山2_10,,主线,1,,,与%s对话,与%s对话,
5145,灵山3_10,10001,桤木西,通关灵山3_10,通关灵山3_10,,主线,1,,,与%s对话,与%s对话,
5147,灵山4_10,10001,桤木西,通关灵山4_10,通关灵山4_10,,主线,1,,,与%s对话,与%s对话,
5149,灵山5_10,10001,桤木西,通关灵山5_10,通关灵山5_10,,主线,1,,,与%s对话,与%s对话,
5151,灵山6_10,10001,桤木西,通关灵山6_10,通关灵山6_10,,主线,1,,,与%s对话,与%s对话,
5153,灵山7_10,10001,桤木西,通关灵山7_10,通关灵山7_10,,主线,1,,,与%s对话,与%s对话,
5155,灵山8_10,10001,桤木西,通关灵山8_10,通关灵山8_10,,主线,1,,,与%s对话,与%s对话,
5157,灵山9_10,10001,桤木西,通关灵山9_10,通关灵山9_10,,主线,1,,,与%s对话,与%s对话,
5159,灵山10_10,10001,桤木西,通关灵山10_10,通关灵山10_10,,主线,1,,,与%s对话,与%s对话,
5161,灵山11_10,10001,桤木西,通关灵山11_10,通关灵山11_10,,主线,1,,,与%s对话,与%s对话,
5163,灵山12_10,10001,桤木西,通关灵山12_10,通关灵山12_10,,主线,1,,,与%s对话,与%s对话,
5165,灵山13_10,10001,桤木西,通关灵山13_10,通关灵山13_10,,主线,1,,,与%s对话,与%s对话,
5167,灵山14_10,10001,桤木西,通关灵山14_10,通关灵山14_10,,主线,1,,,与%s对话,与%s对话,
5169,灵山15_10,10001,桤木西,通关灵山15_10,通关灵山15_10,,主线,1,,,与%s对话,与%s对话,
5171,灵山16_10,10001,桤木西,通关灵山16_10,通关灵山16_10,,主线,1,,,与%s对话,与%s对话,
5173,灵山17_10,10001,桤木西,通关灵山17_10,通关灵山17_10,,主线,1,,,与%s对话,与%s对话,
5175,灵山18_10,10001,桤木西,通关灵山18_10,通关灵山18_10,,主线,1,,,与%s对话,与%s对话,
5177,灵山19_10,10001,桤木西,通关灵山19_10,通关灵山19_10,,主线,1,,,与%s对话,与%s对话,
5179,灵山20_10,10001,桤木西,通关灵山20_10,通关灵山20_10,,主线,1,,,与%s对话,与%s对话,
5181,前往两界山,10001,桤木西,完成前往两界山,完成前往两界山,,主线,1,,,与%s对话,与%s对话,
5183,两界山1_10,10001,桤木西,通关两界山1_10,通关两界山1_10,,主线,1,,,与%s对话,与%s对话,
5185,两界山2_10,10001,桤木西,通关两界山2_10,通关两界山2_10,,主线,1,,,与%s对话,与%s对话,
5187,两界山3_10,10001,桤木西,通关两界山3_10,通关两界山3_10,,主线,1,,,与%s对话,与%s对话,
5189,两界山4_10,10001,桤木西,通关两界山4_10,通关两界山4_10,,主线,1,,,与%s对话,与%s对话,
5191,两界山5_10,10001,桤木西,通关两界山5_10,通关两界山5_10,,主线,1,,,与%s对话,与%s对话,
5193,两界山6_10,10001,桤木西,通关两界山6_10,通关两界山6_10,,主线,1,,,与%s对话,与%s对话,
5195,两界山7_10,10001,桤木西,通关两界山7_10,通关两界山7_10,,主线,1,,,与%s对话,与%s对话,
5197,两界山8_10,10001,桤木西,通关两界山8_10,通关两界山8_10,,主线,1,,,与%s对话,与%s对话,
5199,两界山9_10,10001,桤木西,通关两界山9_10,通关两界山9_10,,主线,1,,,与%s对话,与%s对话,
5201,两界山10_10,10001,桤木西,通关两界山10_10,通关两界山10_10,,主线,1,,,与%s对话,与%s对话,
5203,两界山11_10,10001,桤木西,通关两界山11_10,通关两界山11_10,,主线,1,,,与%s对话,与%s对话,
5205,两界山12_10,10001,桤木西,通关两界山12_10,通关两界山12_10,,主线,1,,,与%s对话,与%s对话,
5207,两界山13_10,10001,桤木西,通关两界山13_10,通关两界山13_10,,主线,1,,,与%s对话,与%s对话,
5209,两界山14_10,10001,桤木西,通关两界山14_10,通关两界山14_10,,主线,1,,,与%s对话,与%s对话,
5211,两界山15_10,10001,桤木西,通关两界山15_10,通关两界山15_10,,主线,1,,,与%s对话,与%s对话,
5213,两界山16_10,10001,桤木西,通关两界山16_10,通关两界山16_10,,主线,1,,,与%s对话,与%s对话,
5215,两界山17_10,10001,桤木西,通关两界山17_10,通关两界山17_10,,主线,1,,,与%s对话,与%s对话,
5217,两界山18_10,10001,桤木西,通关两界山18_10,通关两界山18_10,,主线,1,,,与%s对话,与%s对话,
5219,两界山19_10,10001,桤木西,通关两界山19_10,通关两界山19_10,,主线,1,,,与%s对话,与%s对话,
5221,两界山20_10,10001,桤木西,通关两界山20_10,通关两界山20_10,,主线,1,,,与%s对话,与%s对话,
5223,前往南天门,10001,桤木西,完成前往南天门,完成前往南天门,,主线,1,,,与%s对话,与%s对话,
5225,南天门1_10,10001,桤木西,通关南天门1_10,通关南天门1_10,,主线,1,,,与%s对话,与%s对话,
5227,南天门2_10,10001,桤木西,通关南天门2_10,通关南天门2_10,,主线,1,,,与%s对话,与%s对话,
5229,南天门3_10,10001,桤木西,通关南天门3_10,通关南天门3_10,,主线,1,,,与%s对话,与%s对话,
5231,南天门4_10,10001,桤木西,通关南天门4_10,通关南天门4_10,,主线,1,,,与%s对话,与%s对话,
5233,南天门5_10,10001,桤木西,通关南天门5_10,通关南天门5_10,,主线,1,,,与%s对话,与%s对话,
5235,南天门6_10,10001,桤木西,通关南天门6_10,通关南天门6_10,,主线,1,,,与%s对话,与%s对话,
5237,南天门7_10,10001,桤木西,通关南天门7_10,通关南天门7_10,,主线,1,,,与%s对话,与%s对话,
5239,南天门8_10,10001,桤木西,通关南天门8_10,通关南天门8_10,,主线,1,,,与%s对话,与%s对话,
5241,南天门9_10,10001,桤木西,通关南天门9_10,通关南天门9_10,,主线,1,,,与%s对话,与%s对话,
5243,南天门10_10,10001,桤木西,通关南天门10_10,通关南天门10_10,,主线,1,,,与%s对话,与%s对话,
5245,南天门11_10,10001,桤木西,通关南天门11_10,通关南天门11_10,,主线,1,,,与%s对话,与%s对话,
5247,南天门12_10,10001,桤木西,通关南天门12_10,通关南天门12_10,,主线,1,,,与%s对话,与%s对话,
5249,南天门13_10,10001,桤木西,通关南天门13_10,通关南天门13_10,,主线,1,,,与%s对话,与%s对话,
5251,南天门14_10,10001,桤木西,通关南天门14_10,通关南天门14_10,,主线,1,,,与%s对话,与%s对话,
5253,南天门15_10,10001,桤木西,通关南天门15_10,通关南天门15_10,,主线,1,,,与%s对话,与%s对话,
5255,南天门16_10,10001,桤木西,通关南天门16_10,通关南天门16_10,,主线,1,,,与%s对话,与%s对话,
5257,南天门17_10,10001,桤木西,通关南天门17_10,通关南天门17_10,,主线,1,,,与%s对话,与%s对话,
5259,南天门18_10,10001,桤木西,通关南天门18_10,通关南天门18_10,,主线,1,,,与%s对话,与%s对话,
5261,南天门19_10,10001,桤木西,通关南天门19_10,通关南天门19_10,,主线,1,,,与%s对话,与%s对话,
5263,南天门20_10,10001,桤木西,通关南天门20_10,通关南天门20_10,,主线,1,,,与%s对话,与%s对话,
5265,南天门21_10,10001,桤木西,通关南天门21_10,通关南天门21_10,,主线,1,,,与%s对话,与%s对话,
5267,南天门22_10,10001,桤木西,通关南天门22_10,通关南天门22_10,,主线,1,,,与%s对话,与%s对话,
5269,南天门23_10,10001,桤木西,通关南天门23_10,通关南天门23_10,,主线,1,,,与%s对话,与%s对话,
5271,南天门24_10,10001,桤木西,通关南天门24_10,通关南天门24_10,,主线,1,,,与%s对话,与%s对话,
5273,南天门25_10,10001,桤木西,通关南天门25_10,通关南天门25_10,,主线,1,,,与%s对话,与%s对话,
5275,前往瑶池仙境,10001,桤木西,完成前往瑶池仙境,完成前往瑶池仙境,,主线,1,,,与%s对话,与%s对话,
5277,瑶池仙境1_10,10001,桤木西,通关瑶池仙境1_10,通关瑶池仙境1_10,,主线,1,,,与%s对话,与%s对话,
5279,瑶池仙境2_10,10001,桤木西,通关瑶池仙境2_10,通关瑶池仙境2_10,,主线,1,,,与%s对话,与%s对话,
5281,瑶池仙境3_10,10001,桤木西,通关瑶池仙境3_10,通关瑶池仙境3_10,,主线,1,,,与%s对话,与%s对话,
5283,瑶池仙境4_10,10001,桤木西,通关瑶池仙境4_10,通关瑶池仙境4_10,,主线,1,,,与%s对话,与%s对话,
5285,瑶池仙境5_10,10001,桤木西,通关瑶池仙境5_10,通关瑶池仙境5_10,,主线,1,,,与%s对话,与%s对话,
5287,瑶池仙境6_10,10001,桤木西,通关瑶池仙境6_10,通关瑶池仙境6_10,,主线,1,,,与%s对话,与%s对话,
5289,瑶池仙境7_10,10001,桤木西,通关瑶池仙境7_10,通关瑶池仙境7_10,,主线,1,,,与%s对话,与%s对话,
5291,瑶池仙境8_10,10001,桤木西,通关瑶池仙境8_10,通关瑶池仙境8_10,,主线,1,,,与%s对话,与%s对话,
5293,瑶池仙境9_10,10001,桤木西,通关瑶池仙境9_10,通关瑶池仙境9_10,,主线,1,,,与%s对话,与%s对话,
5295,瑶池仙境10_10,10001,桤木西,通关瑶池仙境10_10,通关瑶池仙境10_10,,主线,1,,,与%s对话,与%s对话,
5297,瑶池仙境11_10,10001,桤木西,通关瑶池仙境11_10,通关瑶池仙境11_10,,主线,1,,,与%s对话,与%s对话,
5299,瑶池仙境12_10,10001,桤木西,通关瑶池仙境12_10,通关瑶池仙境12_10,,主线,1,,,与%s对话,与%s对话,
5301,瑶池仙境13_10,10001,桤木西,通关瑶池仙境13_10,通关瑶池仙境13_10,,主线,1,,,与%s对话,与%s对话,
5303,瑶池仙境14_10,10001,桤木西,通关瑶池仙境14_10,通关瑶池仙境14_10,,主线,1,,,与%s对话,与%s对话,
5305,瑶池仙境15_10,10001,桤木西,通关瑶池仙境15_10,通关瑶池仙境15_10,,主线,1,,,与%s对话,与%s对话,
5307,瑶池仙境16_10,10001,桤木西,通关瑶池仙境16_10,通关瑶池仙境16_10,,主线,1,,,与%s对话,与%s对话,
5309,瑶池仙境17_10,10001,桤木西,通关瑶池仙境17_10,通关瑶池仙境17_10,,主线,1,,,与%s对话,与%s对话,
5311,瑶池仙境18_10,10001,桤木西,通关瑶池仙境18_10,通关瑶池仙境18_10,,主线,1,,,与%s对话,与%s对话,
5313,瑶池仙境19_10,10001,桤木西,通关瑶池仙境19_10,通关瑶池仙境19_10,,主线,1,,,与%s对话,与%s对话,
5315,瑶池仙境20_10,10001,桤木西,通关瑶池仙境20_10,通关瑶池仙境20_10,,主线,1,,,与%s对话,与%s对话,
5317,瑶池仙境21_10,10001,桤木西,通关瑶池仙境21_10,通关瑶池仙境21_10,,主线,1,,,与%s对话,与%s对话,
5319,瑶池仙境22_10,10001,桤木西,通关瑶池仙境22_10,通关瑶池仙境22_10,,主线,1,,,与%s对话,与%s对话,
5321,瑶池仙境23_10,10001,桤木西,通关瑶池仙境23_10,通关瑶池仙境23_10,,主线,1,,,与%s对话,与%s对话,
5323,瑶池仙境24_10,10001,桤木西,通关瑶池仙境24_10,通关瑶池仙境24_10,,主线,1,,,与%s对话,与%s对话,
5325,瑶池仙境25_10,10001,桤木西,通关瑶池仙境25_10,通关瑶池仙境25_10,,主线,1,,,与%s对话,与%s对话,
